QueryID,BestEvalue,FASTA_Header,UniProt_ID,DrugBank_IDs
drugbank_target|Q969G6,2.65e-45,drugbank_target|Q969G6 Riboflavin kinase (DB00140; DB03247),Q969G6,DB00140;DB03247
drugbank_target|Q969I6,1.51e-09,drugbank_target|Q969I6 Sodium-coupled neutral amino acid transporter 4 (DB00174),Q969I6,DB00174
drugbank_target|Q969S8,6.12e-73,drugbank_target|Q969S8 Polyamine deacetylase HDAC10 (DB13346),Q969S8,DB00313;DB01262;DB02546;DB05015;DB06176;DB06603;DB06819;DB12645;DB13346
drugbank_target|Q96A05,4.01e-80,drugbank_target|Q96A05 V-type proton ATPase subunit E 2 (DB01133),Q96A05,DB01133
drugbank_target|Q96A70,1.58e-102,drugbank_target|Q96A70 Antizyme inhibitor 2 (DB00114; DB09096),Q96A70,DB00114;DB09096
drugbank_target|Q96BI3,1.32e-15,drugbank_target|Q96BI3 Gamma-secretase subunit APH-1A (DB12005),Q96BI3,DB12005
drugbank_target|Q96BR1,1.57e-114,drugbank_target|Q96BR1 Serine/threonine-protein kinase Sgk3 (DB12010),Q96BR1,DB12010
drugbank_target|Q96C36,2.67e-71,drugbank_target|Q96C36 Pyrroline-5-carboxylate reductase 2 (DB00157),Q96C36,DB00157
drugbank_target|Q96CD2,1.02e-31,drugbank_target|Q96CD2 Phosphopantothenoylcysteine decarboxylase (DB03247),Q96CD2,DB03247
drugbank_target|Q96D53,8.43e-125,"drugbank_target|Q96D53 Atypical kinase COQ8B, mitochondrial (DB12010)",Q96D53,DB12010
drugbank_target|Q96DB2,2.93e-25,drugbank_target|Q96DB2 Histone deacetylase 11 (DB00313; DB01262; DB02546; DB05015; DB06176; DB06603; DB06819; DB12645),Q96DB2,DB00313;DB01262;DB02546;DB05015;DB06176;DB06603;DB06819;DB12645
drugbank_target|Q96EN8,1.83e-45,drugbank_target|Q96EN8 Molybdenum cofactor sulfurase (DB00114),Q96EN8,DB00114
drugbank_target|Q96ER9,3.19e-29,drugbank_target|Q96ER9 Mitochondrial potassium channel (DB01236),Q96ER9,DB01236
drugbank_target|Q96GA7,1.98e-26,drugbank_target|Q96GA7 Serine dehydratase-like (DB00114),Q96GA7,DB00114
drugbank_target|Q96GD0,1.35e-56,drugbank_target|Q96GD0 Chronophin (DB00114),Q96GD0,DB00114
drugbank_target|Q96GD4,2.57e-78,drugbank_target|Q96GD4 Aurora kinase B (DB04703; DB12010),Q96GD4,DB04703;DB12010
drugbank_target|Q96I15,1.1e-61,drugbank_target|Q96I15 Selenocysteine lyase (DB00114),Q96I15,DB00114
drugbank_target|Q96I59,7.17e-56,drugbank_target|Q96I59 Asparaginyl-tRNA synthetase (DB00174),Q96I59,DB00174
drugbank_target|Q96KK3,6.68e-58,drugbank_target|Q96KK3 Delayed-rectifier potassium channel regulatory subunit KCNS1 (DB00228; DB01069; DB01110),Q96KK3,DB00228;DB01069;DB01110
drugbank_target|Q96KS0,7.25e-58,drugbank_target|Q96KS0 Prolyl hydroxylase EGLN2 (DB00126; DB04847; DB11682; DB12255),Q96KS0,DB00126;DB04847;DB11682;DB12255
drugbank_target|Q96L12,5.6e-41,drugbank_target|Q96L12 Calreticulin-3 (DB11093; DB11348; DB14481),Q96L12,DB11093;DB11348;DB14481
drugbank_target|Q96L21,3.35e-111,drugbank_target|Q96L21 Ribosomal protein uL16-like (DB01421),Q96L21,DB01421
drugbank_target|Q96L34,4.62e-148,drugbank_target|Q96L34 MAP/microtubule affinity-regulating kinase 4 (DB12010),Q96L34,DB12010
drugbank_target|Q96L42,1.26e-152,drugbank_target|Q96L42 Voltage-gated delayed rectifier potassium channel KCNH8 (DB00228; DB01069; DB01110),Q96L42,DB00228;DB01069;DB01110
drugbank_target|Q96LB4,6.34e-23,drugbank_target|Q96LB4 V-type proton ATPase subunit G 3 (DB01133),Q96LB4,DB01133
drugbank_target|Q96LZ3,1.05e-78,drugbank_target|Q96LZ3 Calcineurin subunit B type 2 (DB00091; DB11693),Q96LZ3,DB00091;DB11693
drugbank_target|Q96NT5,1.25e-25,drugbank_target|Q96NT5 Proton-coupled folate transporter (DB00158; DB00563; DB00650),Q96NT5,DB00158;DB00563;DB00650
drugbank_target|Q96NX5,9.37e-106,drugbank_target|Q96NX5 Calcium/calmodulin-dependent protein kinase type 1G (DB12010),Q96NX5,DB12010
drugbank_target|Q96P88,6.52e-13,drugbank_target|Q96P88 Putative gonadotropin-releasing hormone II receptor (DB00644; DB00666; DB01406),Q96P88,DB00644;DB00666;DB01406
drugbank_target|Q96PD7,4.48e-93,drugbank_target|Q96PD7 Diacylglycerol O-acyltransferase 2 (DB00627; DB09568; DB13961),Q96PD7,DB00627;DB09568;DB13961
drugbank_target|Q96PR1,6.02e-93,drugbank_target|Q96PR1 Voltage-gated potassium channel KCNC2 (DB00228; DB01069; DB01110),Q96PR1,DB00228;DB01069;DB01110;DB06637
drugbank_target|Q96PY6,8.68e-65,drugbank_target|Q96PY6 Serine/threonine-protein kinase Nek1 (DB12010),Q96PY6,DB12010
drugbank_target|Q96Q40,5.06e-109,drugbank_target|Q96Q40 Cyclin-dependent kinase 15 (DB12010),Q96Q40,DB12010
drugbank_target|Q96QD8,4.39e-06,drugbank_target|Q96QD8 Sodium-coupled neutral amino acid symporter 2 (DB00174),Q96QD8,DB00174
drugbank_target|Q96RI1,6.75e-43,drugbank_target|Q96RI1 Bile acid receptor (DB00132; DB01586; DB02659; DB03619; DB04348; DB05990; DB06777; DB11605),Q96RI1,DB00132;DB01586;DB02659;DB03619;DB04348;DB05990;DB06777;DB11605
drugbank_target|Q96RJ0,2.5e-24,drugbank_target|Q96RJ0 Trace amine-associated receptor 1 (DB00182; DB01255; DB01576; DB01577; DB06714; DB09352),Q96RJ0,DB00182;DB01255;DB01576;DB01577;DB06714;DB09352
drugbank_target|Q96RP8,1.64e-79,drugbank_target|Q96RP8 Potassium voltage-gated channel subfamily A member 7 (DB06637),Q96RP8,DB06637
drugbank_target|Q96RQ3,0,"drugbank_target|Q96RQ3 Methylcrotonoyl-CoA carboxylase subunit alpha, mitochondrial (DB00121)",Q96RQ3,DB00121
drugbank_target|Q96RQ9,1.07e-10,drugbank_target|Q96RQ9 L-amino-acid oxidase (DB03147; DB04272),Q96RQ9,DB03147;DB04272
drugbank_target|Q96RR4,3.72e-136,drugbank_target|Q96RR4 Calcium/calmodulin-dependent protein kinase kinase 2 (DB12010),Q96RR4,DB12010
drugbank_target|Q96S37,6.69e-49,drugbank_target|Q96S37 Solute carrier family 22 member 12 (DB01138; DB11560),Q96S37,DB01138;DB11560
drugbank_target|Q96SL4,4.62e-31,drugbank_target|Q96SL4 Glutathione peroxidase 7 (DB00143; DB03310; DB09096),Q96SL4,DB00143;DB03310;DB09096
drugbank_target|Q99250,7.51e-73,drugbank_target|Q99250 Sodium channel protein type 2 subunit alpha (DB00273; DB00555; DB00564; DB01069; DB01161; DB06119; DB09009; DB09085; DB09088; DB09342; DB09345; DB11186; DB13746),Q99250,DB00193;DB00243;DB00252;DB00273;DB00313;DB00555;DB00564;DB00776;DB00818;DB00907;DB00909;DB01069;DB01161;DB05541;DB06119;DB09009;DB09085;DB09088;DB09342;DB09345;DB11186;DB13269;DB13520;DB13746;DB13908;DB13961
drugbank_target|Q99259,4.55e-36,drugbank_target|Q99259 Glutamate decarboxylase 1 (DB00114; DB00142),Q99259,DB00114;DB00142
drugbank_target|Q99437,6.03e-73,drugbank_target|Q99437 V-type proton ATPase 21 kDa proteolipid subunit c'' (DB01133),Q99437,DB01133
drugbank_target|Q99497,6.06e-47,drugbank_target|Q99497 Parkinson disease protein 7 (DB09130),Q99497,DB09130
drugbank_target|Q99527,2.71e-13,drugbank_target|Q99527 G-protein coupled estrogen receptor 1 (DB00783; DB13952; DB13953; DB13954; DB13955; DB13956),Q99527,DB00783;DB13952;DB13953;DB13954;DB13955;DB13956
drugbank_target|Q99624,3.96e-06,drugbank_target|Q99624 Sodium-coupled neutral amino acid transporter 3 (DB00174),Q99624,DB00174
drugbank_target|Q99640,6.52e-73,drugbank_target|Q99640 Membrane-associated tyrosine- and threonine-specific cdc2-inhibitory kinase (DB12010),Q99640,DB12010
drugbank_target|Q99653,1.04e-51,drugbank_target|Q99653 Calcineurin B homologous protein 1 (DB11093; DB11348; DB14481),Q99653,DB11093;DB11348;DB14481
drugbank_target|Q99707,0,drugbank_target|Q99707 Methionine synthase (DB00115; DB00134; DB00200; DB03614; DB11590),Q99707,DB00115;DB00134;DB00200;DB03614;DB11590
drugbank_target|Q99712,2.63e-55,drugbank_target|Q99712 ATP-sensitive inward rectifier potassium channel 15 (DB00867; DB01392; DB11148),Q99712,DB00867;DB01392;DB11148
drugbank_target|Q99714,4.85e-99,drugbank_target|Q99714 3-hydroxyacyl-CoA dehydrogenase type-2 (DB00157; DB09568),Q99714,DB00157;DB09568
drugbank_target|Q99720,5.25e-15,drugbank_target|Q99720 Sigma non-opioid intracellular receptor 1 (DB00540; DB01104),Q99720,DB00321;DB00409;DB00502;DB00514;DB00540;DB00574;DB00652;DB00704;DB00907;DB00956;DB01104;DB01708;DB05316;DB06174;DB11186
drugbank_target|Q99759,3.52e-83,drugbank_target|Q99759 Mitogen-activated protein kinase kinase kinase 3 (DB12010),Q99759,DB12010
drugbank_target|Q99808,4.71e-43,drugbank_target|Q99808 Equilibrative nucleoside transporter 1 (DB00197; DB00898; DB12010; DB13766),Q99808,DB00197;DB00898;DB12010;DB13766
drugbank_target|Q99814,3.86e-26,drugbank_target|Q99814 Endothelial PAS domain-containing protein 1 (DB12255; DB15463),Q99814,DB12255;DB15463
drugbank_target|Q99828,2.07e-34,drugbank_target|Q99828 Calcium and integrin-binding protein 1 (DB11093; DB11348; DB14481),Q99828,DB11093;DB11348;DB14481
drugbank_target|Q99829,1.51e-145,drugbank_target|Q99829 Copine-1 (DB00277),Q99829,DB00277
drugbank_target|Q99835,1.63e-37,drugbank_target|Q99835 Protein smoothened (DB01047; DB06786; DB08828; DB09143; DB11978),Q99835,DB01047;DB06786;DB08828;DB09143;DB11978
drugbank_target|Q99928,1.8e-71,drugbank_target|Q99928 Gamma-aminobutyric acid receptor subunit gamma-3 (DB00186; DB00231; DB00334; DB00349; DB00404; DB00475; DB00555; DB00628; DB00683; DB00690; DB00801; DB00829; DB00842; DB00897; DB00909; DB01068; DB01215; DB01544; DB01558; DB01559; DB01587; DB01588; DB01589; DB01595; DB12404; DB12537; DB13872),Q99928,DB00186;DB00189;DB00228;DB00231;DB00237;DB00241;DB00252;DB00292;DB00306;DB00312;DB00334;DB00349;DB00371;DB00402;DB00404;DB00425;DB00475;DB00543;DB00555;DB00603;DB00628;DB00683;DB00690;DB00753;DB00794;DB00801;DB00818;DB00829;DB00842;DB00897;DB00898;DB00909;DB01028;DB01043;DB01068;DB01107;DB01154;DB01159;DB01189;DB01205;DB01215;DB01236;DB01437;DB01544;DB01558;DB01559;DB01587;DB01588;DB01589;DB01595;DB01708;DB01956;DB05087;DB06797;DB09118;DB11859;DB11901;DB12404;DB12537;DB13872;DB15490
drugbank_target|Q9A1X4,2.63e-21,drugbank_target|Q9A1X4 50S ribosomal protein L3 (DB01256; DB06145),Q9A1X4,DB01256;DB06145
drugbank_target|Q9AGP8,1.51e-70,drugbank_target|Q9AGP8 Dimethylglycine oxidase (DB03147),Q9AGP8,DB03147
drugbank_target|Q9BQ31,3.86e-62,drugbank_target|Q9BQ31 Delayed-rectifier potassium channel regulatory subunit KCNS3 (DB00228; DB01069; DB01110),Q9BQ31,DB00228;DB01069;DB01110
drugbank_target|Q9BQI3,8.08e-43,drugbank_target|Q9BQI3 Eukaryotic translation initiation factor 2-alpha kinase 1 (DB12010),Q9BQI3,DB12010
drugbank_target|Q9BRS2,3.53e-120,drugbank_target|Q9BRS2 Serine/threonine-protein kinase RIO1 (DB12010),Q9BRS2,DB12010
drugbank_target|Q9BUB5,8.36e-82,drugbank_target|Q9BUB5 MAP kinase-interacting serine/threonine-protein kinase 1 (DB12010),Q9BUB5,DB12010
drugbank_target|Q9BUF5,0,drugbank_target|Q9BUF5 Tubulin beta-6 chain (DB11638),Q9BUF5,DB11638
drugbank_target|Q9BUP3,3.28e-46,drugbank_target|Q9BUP3 Oxidoreductase HTATIP2 (DB11077),Q9BUP3,DB11077
drugbank_target|Q9BVS4,1.74e-137,drugbank_target|Q9BVS4 Serine/threonine-protein kinase RIO2 (DB12010),Q9BVS4,DB12010
drugbank_target|Q9BW92,0,"drugbank_target|Q9BW92 Threonine--tRNA ligase, mitochondrial (DB00156)",Q9BW92,DB00156
drugbank_target|Q9BXA5,2.2e-14,drugbank_target|Q9BXA5 Succinate receptor 1 (DB00139),Q9BXA5,DB00139
drugbank_target|Q9BXA7,1.87e-61,drugbank_target|Q9BXA7 Testis-specific serine/threonine-protein kinase 1 (DB12010),Q9BXA7,DB12010
drugbank_target|Q9BXI2,3.23e-86,drugbank_target|Q9BXI2 Mitochondrial ornithine transporter 2 (DB00129),Q9BXI2,DB00129
drugbank_target|Q9BY32,6.94e-64,drugbank_target|Q9BY32 Inosine triphosphate pyrophosphatase (DB04272),Q9BY32,DB04272
drugbank_target|Q9BY41,2.39e-102,drugbank_target|Q9BY41 Histone deacetylase 8 (DB00313; DB01262; DB02546; DB05015; DB06176; DB06603; DB06819; DB12645),Q9BY41,DB00313;DB01262;DB01592;DB01593;DB02546;DB05015;DB06176;DB06603;DB06819;DB12645;DB14487;DB14488;DB14489;DB14490;DB14491;DB14501;DB14533;DB14548
drugbank_target|Q9BY49,3.99e-32,drugbank_target|Q9BY49 Peroxisomal trans-2-enoyl-CoA reductase (DB00173),Q9BY49,DB00173
drugbank_target|Q9BY66,6.88e-149,drugbank_target|Q9BY66 Lysine-specific demethylase 5D (DB00126),Q9BY66,DB00126
drugbank_target|Q9BYF1,4.66e-75,drugbank_target|Q9BYF1 Angiotensin-converting enzyme 2 (DB00608; DB01611; DB09019),Q9BYF1,DB00608;DB01611;DB09019
drugbank_target|Q9BYT3,9.31e-49,drugbank_target|Q9BYT3 Serine/threonine-protein kinase 33 (DB12010),Q9BYT3,DB12010
drugbank_target|Q9BYV1,9.12e-76,"drugbank_target|Q9BYV1 Alanine--glyoxylate aminotransferase 2, mitochondrial (DB00114; DB00119; DB00145)",Q9BYV1,DB00114;DB00119;DB00145
drugbank_target|Q9BYZ2,3.45e-90,drugbank_target|Q9BYZ2 L-lactate dehydrogenase A-like 6B (DB00157),Q9BYZ2,DB00157
drugbank_target|Q9BZV3,7.64e-06,drugbank_target|Q9BZV3 Interphotoreceptor matrix proteoglycan 2 (DB08818),Q9BZV3,DB08818
drugbank_target|Q9C098,1.95e-72,drugbank_target|Q9C098 Serine/threonine-protein kinase DCLK3 (DB12010),Q9C098,DB12010
drugbank_target|Q9F0J6,7.63e-06,drugbank_target|Q9F0J6 Rubredoxin-oxygen oxidoreductase (DB03247),Q9F0J6,DB03247
drugbank_target|Q9GV41,9.58e-62,drugbank_target|Q9GV41 Prostaglandin F synthase (DB04272),Q9GV41,DB04272
drugbank_target|Q9GZR5,4.95e-14,drugbank_target|Q9GZR5 Very long chain fatty acid elongase 4 (DB09568),Q9GZR5,DB09568
drugbank_target|Q9GZT4,3.32e-69,drugbank_target|Q9GZT4 Serine racemase (DB00114),Q9GZT4,DB00114
drugbank_target|Q9GZT9,7.82e-64,drugbank_target|Q9GZT9 Egl nine homolog 1 (DB00126; DB01592; DB04847; DB11682; DB12255; DB14488; DB14489; DB14490; DB14491; DB14501),Q9GZT9,DB00126;DB01592;DB04847;DB11682;DB12255;DB14488;DB14489;DB14490;DB14491;DB14501
drugbank_target|Q9GZU7,9.47e-95,drugbank_target|Q9GZU7 Carboxy-terminal domain RNA polymerase II polypeptide A small phosphatase 1 (DB04272),Q9GZU7,DB04272
drugbank_target|Q9GZZ6,9.15e-94,drugbank_target|Q9GZZ6 Neuronal acetylcholine receptor subunit alpha-10 (DB00202; DB00237; DB00565),Q9GZZ6,DB00184;DB00202;DB00237;DB00565;DB00898;DB01090;DB01116;DB14783
drugbank_target|Q9H015,1.05e-79,drugbank_target|Q9H015 Solute carrier family 22 member 4 (DB00583),Q9H015,DB00583
drugbank_target|Q9H093,5.25e-84,drugbank_target|Q9H093 NUAK family SNF1-like kinase 2 (DB12010),Q9H093,DB12010
drugbank_target|Q9H0K1,2.32e-94,drugbank_target|Q9H0K1 Serine/threonine-protein kinase SIK2 (DB12010),Q9H0K1,DB12010
drugbank_target|Q9H1R3,9.01e-88,"drugbank_target|Q9H1R3 Myosin light chain kinase 2, skeletal/cardiac muscle (DB04825; DB12010)",Q9H1R3,DB04825;DB12010
drugbank_target|Q9H228,6.94e-09,drugbank_target|Q9H228 Sphingosine 1-phosphate receptor 5 (DB08868; DB12371; DB12612; DB14766),Q9H228,DB08868;DB12371;DB12612;DB14766
drugbank_target|Q9H244,7.8e-07,drugbank_target|Q9H244 P2Y purinoceptor 12 (DB01069),Q9H244,DB00208;DB00374;DB00758;DB01069;DB01240;DB06209;DB06441;DB08816
drugbank_target|Q9H252,8.83e-166,drugbank_target|Q9H252 Voltage-gated inwardly rectifying potassium channel KCNH6 (DB00228; DB01069; DB01110),Q9H252,DB00228;DB00308;DB00321;DB00590;DB01069;DB01110;DB01118;DB01162;DB06207
drugbank_target|Q9H2G2,2.48e-122,drugbank_target|Q9H2G2 STE20-like serine/threonine-protein kinase (DB06616; DB12010),Q9H2G2,DB06616;DB12010
drugbank_target|Q9H2H9,1.75e-07,drugbank_target|Q9H2H9 Sodium-coupled neutral amino acid symporter 1 (DB00174),Q9H2H9,DB00174
drugbank_target|Q9H2K8,6.4e-162,drugbank_target|Q9H2K8 Serine/threonine-protein kinase TAO3 (DB12010),Q9H2K8,DB12010
drugbank_target|Q9H2S1,6.2e-139,drugbank_target|Q9H2S1 Small conductance calcium-activated potassium channel protein 2 (DB00721; DB00867; DB01054; DB01110; DB09089),Q9H2S1,DB00721;DB00867;DB01054;DB01110;DB04209;DB09089
drugbank_target|Q9H2X6,3.33e-160,drugbank_target|Q9H2X6 Homeodomain-interacting protein kinase 2 (DB12010),Q9H2X6,DB12010
drugbank_target|Q9H3M0,3.25e-67,drugbank_target|Q9H3M0 Voltage-gated potassium channel regulatory subunit KCNF1 (DB00228; DB01069; DB01110),Q9H3M0,DB00228;DB01069;DB01110
drugbank_target|Q9H3N8,2.23e-26,drugbank_target|Q9H3N8 Histamine H4 receptor (DB00321; DB00363; DB00408; DB00477; DB00543; DB01142; DB01238; DB01620; DB05381; DB06148),Q9H3N8,DB00321;DB00363;DB00408;DB00477;DB00543;DB01142;DB01238;DB01620;DB05381;DB06148
drugbank_target|Q9H3S4,6.76e-19,drugbank_target|Q9H3S4 Thiamine pyrophosphokinase 1 (DB00152),Q9H3S4,DB00152
drugbank_target|Q9H3Y6,8.59e-85,drugbank_target|Q9H3Y6 Tyrosine-protein kinase Srms (DB12010),Q9H3Y6,DB12010
drugbank_target|Q9H422,3.07e-161,drugbank_target|Q9H422 Homeodomain-interacting protein kinase 3 (DB12010),Q9H422,DB12010
drugbank_target|Q9H4B4,6.18e-93,drugbank_target|Q9H4B4 Serine/threonine-protein kinase PLK3 (DB12010),Q9H4B4,DB12010
drugbank_target|Q9H4B7,0,drugbank_target|Q9H4B7 Tubulin beta-1 chain (DB00309; DB01229; DB01248; DB06772; DB08871),Q9H4B7,DB00309;DB01229;DB01248;DB06772;DB08871
drugbank_target|Q9H4Y5,1.56e-33,drugbank_target|Q9H4Y5 Glutathione S-transferase omega-2 (DB00143),Q9H4Y5,DB00143
drugbank_target|Q9H6Z9,3.67e-56,drugbank_target|Q9H6Z9 Prolyl hydroxylase EGLN3 (DB00126; DB04847; DB11682; DB12255),Q9H6Z9,DB00126;DB04847;DB11682;DB12255
drugbank_target|Q9H8P0,3.69e-12,drugbank_target|Q9H8P0 Polyprenal reductase (DB00548; DB01126; DB01216),Q9H8P0,DB00548;DB01126;DB01216
drugbank_target|Q9HA77,2.23e-69,"drugbank_target|Q9HA77 Probable cysteine--tRNA ligase, mitochondrial (DB00151)",Q9HA77,DB00151
drugbank_target|Q9HAB3,7.99e-55,"drugbank_target|Q9HAB3 Solute carrier family 52, riboflavin transporter, member 2 (DB01440; DB09072)",Q9HAB3,DB01440;DB09072
drugbank_target|Q9HAZ1,2.39e-82,drugbank_target|Q9HAZ1 Dual specificity protein kinase CLK4 (DB12010),Q9HAZ1,DB12010
drugbank_target|Q9HBA0,2.86e-25,drugbank_target|Q9HBA0 Transient receptor potential cation channel subfamily V member 4 (DB00265; DB04272; DB09061; DB11148),Q9HBA0,DB00265;DB04272;DB09061;DB11148
drugbank_target|Q9HBG4,0,drugbank_target|Q9HBG4 V-type proton ATPase 116 kDa subunit a 4 (DB01133),Q9HBG4,DB01133
drugbank_target|Q9HBH9,6.93e-84,drugbank_target|Q9HBH9 MAP kinase-interacting serine/threonine-protein kinase 2 (DB12010),Q9HBH9,DB12010
drugbank_target|Q9HC29,2.24e-09,drugbank_target|Q9HC29 Nucleotide-binding oligomerization domain-containing protein 2 (DB13615),Q9HC29,DB13615
drugbank_target|Q9HC97,1.2e-08,drugbank_target|Q9HC97 G-protein coupled receptor 35 (DB00695; DB11156),Q9HC97,DB00695;DB11156
drugbank_target|Q9HCC0,0,"drugbank_target|Q9HCC0 Methylcrotonoyl-CoA carboxylase beta chain, mitochondrial (DB00121)",Q9HCC0,DB00121
drugbank_target|Q9HCR9,1.07e-112,"drugbank_target|Q9HCR9 Dual 3',5'-cyclic-AMP and -GMP phosphodiesterase 11A (DB00201)",Q9HCR9,DB00201;DB00820
drugbank_target|Q9HD40,2.27e-26,drugbank_target|Q9HD40 O-phosphoseryl-tRNA(Sec) selenium transferase (DB00114),Q9HD40,DB00114
drugbank_target|Q9HU22,3.46e-16,drugbank_target|Q9HU22 Glucose-1-phosphate thymidylyltransferase (DB04272),Q9HU22,DB04272
drugbank_target|Q9KIE5,2.5e-27,drugbank_target|Q9KIE5 FkbI (DB03147),Q9KIE5,DB03147
drugbank_target|Q9LCV9,1.51e-14,drugbank_target|Q9LCV9 N(2)-(2-carboxyethyl)arginine synthase (DB01987),Q9LCV9,DB01987
drugbank_target|Q9LCX9,7.63e-30,drugbank_target|Q9LCX9 Citrate synthase (DB04272),Q9LCX9,DB04272
drugbank_target|Q9N587,5.19e-174,drugbank_target|Q9N587 Acetylcholine receptor subunit alpha-type unc-63 (DB00848),Q9N587,DB00848
drugbank_target|Q9NP56,4.62e-47,"drugbank_target|Q9NP56 3',5'-cyclic-AMP phosphodiesterase 7B (DB00201)",Q9NP56,DB00201
drugbank_target|Q9NPC2,2.78e-89,drugbank_target|Q9NPC2 Potassium channel subfamily K member 9 (DB00561; DB01159),Q9NPC2,DB00561;DB01159
drugbank_target|Q9NPD5,1.03e-63,drugbank_target|Q9NPD5 Solute carrier organic anion transporter family member 1B3 (DB01211; DB01241),Q9NPD5,DB01211;DB01241
drugbank_target|Q9NPH2,0,drugbank_target|Q9NPH2 Inositol-3-phosphate synthase 1 (DB09462),Q9NPH2,DB09462
drugbank_target|Q9NQU5,2.62e-116,drugbank_target|Q9NQU5 Serine/threonine-protein kinase PAK 6 (DB12010),Q9NQU5,DB12010
drugbank_target|Q9NQX3,1.84e-103,drugbank_target|Q9NQX3 Gephyrin (DB03766),Q9NQX3,DB03766
drugbank_target|Q9NR19,0,"drugbank_target|Q9NR19 Acetyl-coenzyme A synthetase, cytoplasmic (DB00131)",Q9NR19,DB00131
drugbank_target|Q9NR33,2.98e-16,drugbank_target|Q9NR33 DNA polymerase epsilon subunit 4 (DB00242),Q9NR33,DB00242
drugbank_target|Q9NR82,7.02e-93,drugbank_target|Q9NR82 Potassium voltage-gated channel subfamily KQT member 5 (DB00228; DB01069; DB01110),Q9NR82,DB00228;DB00996;DB01069;DB01110;DB04953
drugbank_target|Q9NR96,1.64e-25,drugbank_target|Q9NR96 Toll-like receptor 9 (DB00608; DB01611),Q9NR96,DB00608;DB01611
drugbank_target|Q9NRF9,7.09e-22,drugbank_target|Q9NRF9 DNA polymerase epsilon subunit 3 (DB00242),Q9NRF9,DB00242
drugbank_target|Q9NRH2,3.87e-132,drugbank_target|Q9NRH2 SNF-related serine/threonine-protein kinase (DB12010),Q9NRH2,DB12010
drugbank_target|Q9NRP7,9.77e-40,drugbank_target|Q9NRP7 Serine/threonine-protein kinase 36 (DB11718; DB12010),Q9NRP7,DB11718;DB12010
drugbank_target|Q9NS18,2.52e-15,"drugbank_target|Q9NS18 Glutaredoxin-2, mitochondrial (DB00143)",Q9NS18,DB00143
drugbank_target|Q9NS40,2.07e-146,drugbank_target|Q9NS40 Voltage-gated inwardly rectifying potassium channel KCNH7 (DB00228; DB01069; DB01110),Q9NS40,DB00228;DB00308;DB00321;DB00590;DB01069;DB01110;DB01118;DB01162;DB06207
drugbank_target|Q9NSA0,6.9e-57,drugbank_target|Q9NSA0 Solute carrier family 22 member 11 (DB00493; DB01032; DB01212; DB11560),Q9NSA0,DB00493;DB01032;DB01212;DB11560
drugbank_target|Q9NSA2,2.12e-169,drugbank_target|Q9NSA2 A-type voltage-gated potassium channel KCND1 (DB00228; DB01069; DB01110),Q9NSA2,DB00228;DB01069;DB01110;DB06637
drugbank_target|Q9NSY1,8.77e-85,drugbank_target|Q9NSY1 BMP-2-inducible protein kinase (DB12010),Q9NSY1,DB12010
drugbank_target|Q9NUV7,3.6e-160,drugbank_target|Q9NUV7 Serine palmitoyltransferase 3 (DB00114),Q9NUV7,DB00114
drugbank_target|Q9NVH6,2.77e-27,"drugbank_target|Q9NVH6 Trimethyllysine dioxygenase, mitochondrial (DB00126)",Q9NVH6,DB00126
drugbank_target|Q9NVS9,1.37e-58,drugbank_target|Q9NVS9 Pyridoxine-5'-phosphate oxidase (DB00114; DB03247),Q9NVS9,DB00114;DB03247
drugbank_target|Q9NWZ3,5.51e-57,drugbank_target|Q9NWZ3 Interleukin-1 receptor-associated kinase 4 (DB12010),Q9NWZ3,DB12010
drugbank_target|Q9NWZ5,5.35e-109,drugbank_target|Q9NWZ5 Uridine-cytidine kinase-like 1 (DB01632),Q9NWZ5,DB01632
drugbank_target|Q9NXA8,2.27e-24,"drugbank_target|Q9NXA8 NAD-dependent protein deacylase sirtuin-5, mitochondrial (DB02701)",Q9NXA8,DB02701
